position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,min,max
213,Q610_8,Q610_8. Pray fajr on time.,float64,2325,81,7,"{""1"": ""Always"", ""2"": ""Most of the time"", ""3"": ""Sometimes"", ""4"": ""Rarely"", ""5"": ""Never"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
214,Q610_6A,Q610_6A. Listen to or read the Quran daily?,float64,2403,3,7,"{""1"": ""Always"", ""2"": ""Most of the time"", ""3"": ""Sometimes"", ""4"": ""Rarely"", ""5"": ""Never"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
215,Q610_6B,Q610_6B. Listen to or read the Bible daily?,float64,1,2405,1,"{""1"": ""Always"", ""2"": ""Most of the time"", ""3"": ""Sometimes"", ""4"": ""Rarely"", ""5"": ""Never"", ""99"": ""Refused to answer""}",1.0,1.0
216,Q606_2,Q606_2.  is better off if religious people hold public positions in the state.,float64,2406,0,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
217,Q606_3,Q606_3. Religious clerics have influence over the decisions of government.,float64,1231,1175,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
218,Q606_3B,Q606_3B. Religious clerics should have influence over the decisions of government.,float64,1175,1231,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
219,Q606_NT_3,Q606_NT_3. The religious uluma should have influence over the decisions of government.,float64,1150,1256,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
220,Q606_NT_3B,Q606_NT_3B. The religious uluma have influence over the decisions of government.,float64,1256,1150,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
221,Q606_4,Q606_4. Religious practice is a private matter and should be separated from socio-economic life.,float64,2406,0,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
222,Q606_8,"Q606_8. Today, religious leaders are as likely to be corrupt as non-religious leaders.",float64,2406,0,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
223,Q605,"Q605 From your point of view, should the laws of our country…",float64,2403,3,7,"{""1"": ""Entirely based on sharia"", ""2"": ""Mostly based on sharia"", ""3"": ""Equally based on sharia, people’s will"", ""4"": ""Mostly based on people’s will"", ""5"": ""Entirely based on people’s will"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
224,Q867A,"Q867A. Do you believe that the quality of your life is better, the same as, or worse than the quality of your parents’ lives?",float64,2406,0,5,"{""1"": ""Better"", ""2"": ""Same"", ""3"": ""Worse"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
225,Q867B,"Q867B. Do you believe that the quality of your children’s lives will be better, the same as, or worse than the quality of your life?",float64,2406,0,5,"{""1"": ""Better"", ""2"": ""Same"", ""3"": ""Worse"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
226,Q872C_PAL,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
227,Q872A,Q872A To what extent do you believe racial discrimination is a serious problem in?,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
228,Q872B,Q872B Do you believe discrimination on the basis of race or ethnicity is a serious problem in?,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
229,Q872C,Q872C INTERVIEWER THIS QUESTION IS FOR YOU: Did the respondent ask you to explain what “race” was in Q872B?,float64,1175,1231,2,"{""1"": ""Yes"", ""2"": ""No"", ""99"": ""Refused to answer""}",1.0,2.0
230,Q873_1,Socioeconomic class,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is socioeconomic class""}",0.0,1.0
231,Q873_2,"The region they are from [INTERVIEWER: If asked, say, “where people are from in the country”]",float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is geographic region""}",0.0,1.0
232,Q873_3,Skin color,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is skin color""}",0.0,1.0
233,Q873_4,Race or ethnicity,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is race or ethnicity""}",0.0,1.0
234,Q873_5,Nationality,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is nationality""}",0.0,1.0
235,Q873_6,Religion,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is religion""}",0.0,1.0
236,Q873_7,Gender,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is gender""}",0.0,1.0
237,Q873_8,Tribe,float64,2406,0,1,"{""0"": ""Other"", ""1"": ""Basis for discrimination is tribe""}",0.0,0.0
238,Q873_9,Age,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is age""}",0.0,1.0
239,Q873_10,Sexual orientation,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is sexual orientation""}",0.0,1.0
240,Q873_11,Disability status,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is disability status""}",0.0,1.0
241,Q873_12,Migration status,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is migration status""}",0.0,1.0
242,Q873_13,None of these,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Basis for discrimination is none of the above""}",0.0,1.0
243,Q873_98,Don’t know,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
244,Q873_99,Refused to answer,float64,2406,0,2,"{""0"": ""Other"", ""1"": ""Refused to answer""}",0.0,1.0
245,Q879,Q879 You said people in  face discrimination because of ${Q879_text}. Which of these poses the biggest problem in? Is it discrimination based on…,float64,2141,265,13,"{""1"": ""Socioeconomic class"", ""2"": ""Geographic region"", ""3"": ""Skin color"", ""4"": ""Race or ethnicity"", ""5"": ""Nationality"", ""6"": ""Religion"", ""7"": ""Gender"", ""8"": ""Tribe"", ""9"": ""Age"", ""10"": ""Sexual orientation"", ""11"": ""Disability status"", ""12"": ""Migration status"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
246,Q881A_1,Finding employment,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination while finding employment""}",0.0,1.0
247,Q881A_2,Finding housing,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination while finding housing""}",0.0,1.0
248,Q881A_3,Accessing public education,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination while accessing education""}",0.0,1.0
249,Q881A_4,Accessing healthcare,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination while accessing healthcare""}",0.0,1.0
250,Q881A_5,Using public transportation,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination while using public transport""}",0.0,1.0
251,Q881A_6,Dining in a restaurant,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination while dining in restaurants""}",0.0,1.0
252,Q881A_7,Using banks or financial services,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination while using financial services""}",0.0,1.0
253,Q881A_8,None of these [INTERVIEWER: DO NOT READ. Select only if respondent says no to all other options],float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination in none of these circumstances""}",0.0,1.0
254,Q881A_90,Other- specify:,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Discrimination in other circumstances""}",0.0,1.0
255,Q881A_98,Don’t know,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
256,Q881A_99,Refused to answer,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Refused to answer""}",0.0,1.0
257,Q881B_1,Are subjected to verbal insults or hate speech,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Form of discrimination: hate speech""}",0.0,1.0
258,Q881B_2,Are subjected to offensive jokes,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Form of discrimination: offensive jokes""}",0.0,1.0
259,Q881B_3,Are assumed to be untrustworthy or dishonest,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Form of discrimination: seen as untrustworthy""}",0.0,1.0
260,Q881B_4,Are assumed to be less smart,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Form of discrimination: seen as less smart""}",0.0,1.0
261,Q881B_5,Have others dismiss or devalue their contributions,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Form of discrimination: contributions devalued""}",0.0,1.0
262,Q881B_6,Have others deny that they face more hardships,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Form of discrimination: hardships denied""}",0.0,1.0
263,Q881B_7,Are treated as if they are inferior,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Form of discrimination: treated as inferior""}",0.0,1.0
264,Q881B_8,None of these [INTERVIEWER: DO NOT READ. Select only if respondent says no to all other options],float64,2123,283,2,"{""0"": ""Other"", ""1"": ""None of these forms of discrimination""}",0.0,1.0
265,Q881B_90,Other- specify:,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Other forms of discrimination""}",0.0,1.0
266,Q881B_98,Don’t know,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
267,Q881B_99,Refused to answer,float64,2123,283,2,"{""0"": ""Other"", ""1"": ""Refused to answer""}",0.0,1.0
268,Q882,,float64,2406,0,6,"{""1"": ""Yes, frequently"", ""2"": ""Yes, sometimes"", ""3"": ""Yes, but rarely"", ""4"": ""No, never"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
269,Q883,,float64,377,2029,14,"{""1"": ""Socioeconomic class"", ""2"": ""Geographic region"", ""3"": ""Skin color"", ""4"": ""Race or ethnicity"", ""5"": ""Nationality"", ""6"": ""Religion"", ""7"": ""Gender"", ""8"": ""Tribe"", ""9"": ""Age"", ""10"": ""Sexual orientation"", ""11"": ""Disability status"", ""12"": ""Migration status"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
270,Q884A_1,Q884A In which of the following circumstances have you faced discrimination because of ${Q884_1_text}? Please tell me all that apply from the following list.,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated while finding employment""}",0.0,1.0
271,Q884A_2,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated while finding housing""}",0.0,1.0
272,Q884A_3,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated while accessing education""}",0.0,1.0
273,Q884A_4,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated while accessing healthcare""}",0.0,1.0
274,Q884A_5,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated while using public transport""}",0.0,1.0
275,Q884A_6,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated while dining in restaurants""}",0.0,1.0
276,Q884A_7,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated while using financial services""}",0.0,1.0
277,Q884A_8,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated in none of these circumstances""}",0.0,1.0
278,Q884A_90,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally discriminated in other circumstances""}",0.0,1.0
279,Q884A_98,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
280,Q884A_99,,float64,369,2037,1,"{""0"": ""Other"", ""1"": ""Refused to answer""}",0.0,0.0
281,Q884B_1,"Q884B And thinking about discrimination you faced because of ${Q884_1_text}, have you…?",float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally subjected to hate speech""}",0.0,1.0
282,Q884B_2,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally subjected to offensive jokes""}",0.0,1.0
283,Q884B_3,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally seen as untrustworthy""}",0.0,1.0
284,Q884B_4,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally seen as less smart""}",0.0,1.0
285,Q884B_5,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personal contributions devalued""}",0.0,1.0
286,Q884B_6,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personal hardships denied""}",0.0,1.0
287,Q884B_7,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally treated as inferior""}",0.0,1.0
288,Q884B_8,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Have faced none of these forms of discrimination""}",0.0,1.0
289,Q884B_90,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Personally faced other forms of discrimination""}",0.0,1.0
290,Q884B_98,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Don’t know""}",0.0,1.0
291,Q884B_99,,float64,369,2037,2,"{""0"": ""Other"", ""1"": ""Refused to answer""}",0.0,1.0
292,Q885,"Q885 Do you think our national government should do more, less, or about the same amount as it is doing right now to deal with discrimination in?",float64,2406,0,6,"{""1"": ""More"", ""2"": ""Less"", ""3"": ""About the same"", ""97"": ""Discrimination is not a problem in our country"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",1.0,99.0
293,Q886,"Q886 When citizens from [your country] travel outside the Middle East and North Africa, on what basis, if any, do you think they are likely to face discrimination?",float64,2406,0,13,"{""1"": ""Socioeconomic class"", ""3"": ""Skin color"", ""4"": ""Race or ethnicity"", ""5"": ""Nationality"", ""6"": ""Religion"", ""7"": ""Gender"", ""8"": ""Age"", ""9"": ""Sexual orientation"", ""10"": ""Disability status"", ""11"": ""No discrimination faced"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
294,Q540_1,Q540_1. Which of the following are the first and second biggest environmental challenges facing?,float64,2406,0,13,"{""1"": ""Air quality"", ""2"": ""Pollution of drinking water"", ""3"": ""Pollution of waterways"", ""4"": ""Lack of water resources"", ""5"": ""Trash, waste management"", ""6"": ""Pesticide, fertilizer contamination"", ""7"": ""Hazardous waste contamination"", ""8"": ""Inefficient energy use"", ""9"": ""Climate change"", ""96"": ""All are challenges"", ""97"": ""None of these"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
295,Q540_2,Q540_2. Which of the following are the first and second biggest environmental challenges facing?,float64,2367,39,12,"{""1"": ""Air quality"", ""2"": ""Pollution of drinking water"", ""3"": ""Pollution of waterways"", ""4"": ""Lack of water resources"", ""5"": ""Trash, waste management"", ""6"": ""Pesticide, fertilizer contamination"", ""7"": ""Hazardous waste contamination"", ""8"": ""Inefficient energy use"", ""9"": ""Climate change"", ""96"": ""All are challenges"", ""97"": ""None of these"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
296,Q540B_1,Q540B_1 Extreme weather temperatures,float64,2406,0,5,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",1.0,98.0
297,Q540B_2,Q540B_2 Air pollution,float64,2406,0,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",1.0,99.0
298,Q540B_3,Q540B_3 Water scarcity,float64,2406,0,5,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",1.0,98.0
299,Q274A,"Q274A In the past 12 months, have you experienced any electricity outages:",float64,2406,0,8,"{""1"": ""Daily"", ""2"": ""Weekly"", ""3"": ""Monthly"", ""4"": ""Only a few times a year"", ""5"": ""Never"", ""97"": ""I don’t have electricity"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
300,Q274B,"Q274B In the past 12 months, have you experienced water outages:",float64,2406,0,7,"{""1"": ""Daily"", ""2"": ""Weekly"", ""3"": ""Monthly"", ""4"": ""Only a few times a year"", ""5"": ""Never"", ""97"": ""I don’t have water"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
301,Q548_2,Q548_2,float64,2406,0,7,"{""1"": ""Agriculture, food"", ""2"": ""Extreme weather"", ""3"": ""Natural disasters"", ""4"": ""Pollution"", ""5"": ""Migration"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
302,Q549_1A,Q549_1A. Your physical health,float64,1231,1175,5,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not concerned at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
303,Q549_1B,Q549_1B Your mental health,float64,1175,1231,4,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not concerned at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,4.0
304,Q549_2,Q549_2. Your personal safety,float64,2406,0,5,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not concerned at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
305,Q549_3,Q549_3. Your job or your household’s livelihood,float64,2406,0,5,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not concerned at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
306,Q553A_1,Q553A_1 Citizens in,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
307,Q553A_2,Q553A_2 Citizens in Western countries,float64,1175,1231,5,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,98.0
308,Q553A_3,Q553A_3 The government of,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
309,Q553A_4,Q553A_4 The governments of Western countries,float64,1175,1231,5,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,98.0
310,Q553A_5,Q553A_5 Private businesses or corporations in,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
311,Q553A_6,Q553A_6 Private businesses or corporations in Western countries,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
312,Q553B_1,Q553B_1 Citizens in,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
313,Q553B_2,Q553B_2 Citizens in Western countries,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
314,Q553B_3,Q553B_3 The government of,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
315,Q553B_4,Q553B_4 The governments of Western countries,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
316,Q553B_5,Q553B_5 Private businesses or corporations in,float64,1231,1175,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
317,Q553B_6,Q553B_6 Private businesses or corporations in Western countries,float64,1175,1231,6,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refuse to answer""}",1.0,99.0
318,Q546,"Q546. Do you think our national government should do more, less, or about the same amount as it is doing right now to deal with climate change?",float64,2406,0,4,"{""1"": ""More"", ""2"": ""Less"", ""3"": ""About the same"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
319,Q547_1,"Q547_1. Have our government prioritize alternative energy development, like solar or wind power in",float64,2406,0,6,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
320,Q547_2,"Q547_2. Phase out use of fossil fuels, like gas and oil in",float64,1231,1175,6,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
321,Q547_3,"Q547_3. Phase out production fossil fuels, like gas and oil in",float64,1175,1231,6,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
322,Q547_4,Q547_4. Set a common target date to phase out polluting cars and vehicles in,float64,2406,0,6,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
323,Q547_TUN2,Q547_TUN2. For the government to mandate a financial punishment for those who litter in public spaces,float64,2406,0,6,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
324,Q547_TUN3,"Q547_TUN3. To specify a larger portion of the budget to address pollution and manage trash, even if it means imposing more laws on citizens",float64,2406,0,6,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
325,Q547_TUN4,Q547_TUN4. For the government to raise the cost of water significantly for each family that consumes more than the regular necessities for household consumption of water,float64,2406,0,6,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
326,Q554,Q554 How concerned or unconcerned are you about natural disasters in?,float64,2406,0,5,"{""1"": ""Very concerned"", ""2"": ""Somewhat concerned"", ""3"": ""Somewhat unconcerned"", ""4"": ""Not at all concerned"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",1.0,98.0
327,Q601_3,"Q601_3. In general, men are better at political leadership than women.",float64,2406,0,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
328,Q601_4,Q601_4. University education for males is more important than university education for females.,float64,2406,0,5,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
329,Q601_5,Q601_5. Men and women should have equal work opportunities.,float64,2406,0,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
330,Q601_13,Q601_13. A woman can reject a marriage that her family chose for her without her consent,float64,1231,1175,4,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,4.0
331,Q601_13B,Q601_13B. Men and women should both have equal say in deciding who they marry,float64,1175,1231,5,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
332,Q601_18,Q601_18. A man should have final say in all decisions concerning the family.,float64,1231,1175,5,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
333,Q601_18B,Q601_18B . A man and a woman should have equal say in decisions concerning the family.,float64,1175,1231,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
334,Q601_21A,Q601_21A. There should be a minimum number of seats in parliament reserved for women,float64,1231,1175,6,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
335,Q601_21B,Q601_21B.There should be a minimum number of cabinet positions reserved for women,float64,1175,1231,5,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,98.0
336,Q601_KUW1,,float64,0,2406,0,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
337,Q622C,"Q622C. In your opinion, which of the following poses the most challenging barrier to entry into the workplace for women?",float64,1231,1175,12,"{""1"": ""Lack of available jobs"", ""2"": ""Low wages"", ""3"": ""Lack of legal right/protection"", ""4"": ""Lack of flexibility in working hours"", ""5"": ""Lack of childcare options"", ""6"": ""Lack of means of transportation"", ""7"": ""Lack of skills or relevant education"", ""8"": ""Bias against women in hiring"", ""9"": ""It is considered socially unacceptable"", ""97"": ""None of these are challenges"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
